Género,Embarque en Línea,Servicio a Bordo,Servicio de Espacio para las Piernas,Manejo de Equipaje,Servicio de Registro,Servicio en Vuelo,cleanliness,Retraso en la Salida en Minutos,Retraso en la Llegada en Minutos
,4,5,3,4,5,4,2,0,0.0
,2,2,5,3,1,3,4,0,0.0
,4,2,5,3,4,1,3,0,0.0
,4,1,1,3,4,3,5,0,0.0
,2,1,3,5,3,5,4,0,5.0
,2,3,1,3,3,4,1,0,0.0
,2,4,3,5,4,1,4,0,6.0
,2,4,3,2,1,2,4,6,10.0
,5,5,5,5,4,4,2,0,0.0
,4,5,4,5,4,4,4,243,226.0
,4,4,4,4,3,4,3,0,0.0
,4,2,1,2,1,2,4,0,0.0
,5,2,2,2,3,2,4,0,0.0
,3,2,2,2,4,2,3,0,0.0
,4,2,3,1,1,2,4,0,0.0
,3,2,2,2,1,2,3,44,46.0
,4,4,4,4,5,4,5,0,0.0
,2,4,2,4,4,4,2,7,0.0
,1,4,4,4,2,4,2,128,131.0
,4,5,5,5,4,5,5,0,0.0
,4,4,3,4,3,5,5,24,12.0
,3,5,2,5,5,4,4,0,4.0
,3,3,4,5,4,5,4,0,0.0
,3,2,4,4,1,4,5,0,0.0
,4,5,5,5,3,5,3,2,0.0
,2,5,5,5,1,5,4,0,0.0
,4,5,5,5,5,5,3,16,10.0
,5,5,5,5,4,5,4,0,0.0
,2,1,2,4,1,3,2,0,6.0
,1,2,1,3,1,3,1,24,14.0
,4,4,5,5,4,5,2,15,1.0
,3,3,5,3,2,3,5,0,0.0
,5,4,5,4,5,4,1,11,33.0
,3,4,1,3,2,3,1,83,45.0
,4,3,3,1,2,3,4,0,0.0
,2,3,5,5,4,5,4,25,21.0
,4,5,5,5,5,5,5,0,0.0
,3,3,3,4,3,5,2,0,0.0
,3,5,1,3,2,1,4,92,100.0
,4,3,3,4,3,5,5,18,5.0
,5,3,3,3,1,3,5,0,4.0
,1,1,4,4,2,4,1,18,2.0
,1,3,2,4,3,4,2,49,31.0
,4,4,5,4,3,4,4,7,15.0
,3,4,5,4,4,4,3,0,0.0
,1,4,5,5,4,4,4,0,0.0
,1,1,4,4,4,5,4,0,0.0
,2,3,4,4,2,3,2,270,260.0
,2,1,3,3,4,3,2,49,56.0
,5,3,2,4,4,4,4,17,32.0
,3,4,5,4,4,4,3,0,7.0
,5,5,5,5,4,5,4,0,6.0
,5,5,4,4,3,4,4,4,0.0
,4,2,5,2,1,3,5,9,0.0
,2,3,3,1,4,3,1,0,0.0
,4,2,3,5,3,2,5,37,22.0
,1,4,1,4,1,4,1,2,0.0
,2,3,3,3,1,3,4,0,5.0
,2,2,1,3,4,4,2,6,0.0
,5,4,4,4,5,4,5,10,0.0
,3,3,2,4,1,3,1,0,0.0
,5,3,2,5,4,5,5,90,86.0
,4,3,2,4,4,5,5,0,0.0
,4,2,1,2,3,2,1,0,0.0
,4,4,4,4,4,4,4,0,0.0
,1,2,2,2,3,2,1,28,20.0
,4,3,2,4,4,5,4,0,0.0
,4,2,4,3,4,3,2,110,92.0
,1,4,2,2,2,2,4,0,6.0
,1,3,3,4,3,4,1,2,26.0
,4,2,1,5,3,2,3,0,0.0
,2,3,4,3,2,3,3,0,0.0
,4,5,5,5,3,5,2,0,0.0
,3,4,3,3,4,4,4,8,1.0
,3,2,3,4,2,3,3,0,0.0
,5,4,5,4,5,4,5,11,11.0
,3,5,2,5,3,5,3,0,0.0
,4,5,1,5,1,5,2,0,0.0
,2,5,2,4,4,5,2,0,0.0
,3,5,3,4,4,5,4,0,0.0
,2,3,3,3,2,3,2,2,0.0
,3,4,1,3,4,3,3,0,5.0
,3,3,4,4,4,2,3,0,0.0
,3,1,1,1,4,1,3,0,3.0
,4,1,0,1,1,1,3,0,0.0
,0,4,5,4,4,4,5,4,0.0
,1,5,4,3,2,4,2,2,9.0
,4,5,5,5,3,5,3,0,0.0
,3,4,3,1,3,2,1,5,6.0
,1,3,2,5,4,5,1,0,0.0
,3,3,5,4,2,3,1,0,26.0
,5,4,4,4,3,4,5,6,0.0
,4,5,5,5,3,5,5,0,0.0
,5,5,5,5,4,5,4,0,0.0
,2,1,1,3,2,2,2,0,0.0
,3,1,4,3,2,4,3,0,0.0
,4,2,3,4,4,3,4,6,0.0
,3,4,4,4,1,4,2,0,0.0
,5,5,0,5,4,5,3,5,0.0
,5,4,4,4,3,4,3,0,0.0
,4,1,4,1,2,5,4,0,0.0
,4,3,3,4,3,5,4,31,27.0
,4,2,2,2,2,2,4,0,0.0
,5,5,5,5,5,5,4,4,19.0
,4,4,5,1,1,2,5,3,0.0
,4,4,3,4,3,4,5,1,0.0
,3,3,3,3,4,3,1,0,0.0
,0,2,2,2,4,4,3,0,0.0
,1,5,3,4,5,5,5,25,16.0
,4,1,5,3,3,3,4,1,33.0
,0,3,5,5,3,5,4,0,0.0
,5,4,4,4,3,4,4,0,0.0
,2,3,2,3,3,2,1,0,0.0
,3,2,2,2,2,2,1,0,33.0
,3,1,4,4,4,4,4,0,0.0
,2,2,2,2,3,2,2,9,0.0
,2,4,2,5,4,5,3,20,5.0
,4,5,4,3,2,1,4,10,0.0
,3,4,1,2,4,2,3,50,69.0
,4,5,5,5,3,5,4,0,0.0
,4,5,5,5,5,5,3,0,0.0
,4,5,5,4,3,5,5,0,5.0
,4,3,3,1,2,3,3,0,0.0
,2,4,3,4,2,2,2,54,49.0
,2,4,3,3,4,4,4,4,26.0
,5,5,2,4,4,4,5,8,0.0
,4,5,5,5,3,5,4,0,0.0
,3,5,1,2,3,5,1,0,0.0
,3,2,2,2,3,2,3,0,0.0
,3,2,2,2,4,2,2,0,0.0
,4,3,3,2,2,3,2,2,0.0
,1,5,5,5,4,4,4,0,0.0
,1,1,4,2,4,5,5,0,45.0
,2,5,4,5,3,5,2,0,0.0
,4,5,5,5,3,5,4,7,27.0
,2,3,1,3,4,4,2,2,0.0
,2,1,1,3,2,3,2,144,142.0
,3,4,5,4,3,4,4,0,0.0
,4,3,3,3,4,3,4,0,2.0
,5,4,1,4,4,2,5,39,58.0
,5,1,4,3,3,5,5,0,0.0
,2,3,1,1,1,1,1,4,1.0
,3,2,2,2,4,2,4,112,100.0
,5,5,5,5,5,5,5,0,0.0
,1,2,1,5,5,3,1,20,8.0
,4,4,3,5,3,4,4,0,0.0
,4,5,5,5,4,5,3,0,0.0
,2,2,2,3,1,5,5,0,3.0
,1,4,4,4,5,4,3,0,0.0
,4,4,4,4,1,4,4,63,75.0
,3,2,3,5,1,1,2,0,0.0
,5,4,4,4,3,4,3,0,0.0
,5,5,5,4,2,1,5,0,0.0
,5,3,3,3,4,3,5,56,61.0
,0,3,2,4,3,4,2,0,0.0
,5,2,5,4,3,2,5,0,0.0
,2,1,1,4,3,4,2,2,0.0
,4,5,5,5,1,5,4,35,27.0
,5,4,5,4,5,4,4,19,23.0
,5,4,5,4,5,4,5,36,38.0
,4,5,2,5,3,5,5,12,6.0
,5,4,3,4,4,5,5,31,33.0
,4,3,4,4,3,5,4,0,0.0
,3,2,0,1,4,2,3,0,0.0
,3,1,3,5,3,3,2,29,22.0
,2,3,3,3,4,3,2,0,5.0
,4,3,3,3,4,3,3,0,0.0
,5,4,4,4,4,4,4,0,0.0
,2,2,1,3,1,3,2,55,34.0
,4,3,4,3,5,3,5,4,3.0
,2,3,4,5,4,5,1,1,0.0
,2,4,4,4,3,4,4,0,0.0
,2,4,2,4,5,1,3,0,0.0
,3,3,4,5,5,4,4,71,66.0
,5,5,2,3,4,3,5,118,100.0
,4,5,5,5,2,5,1,0,14.0
,1,4,5,3,4,2,3,0,0.0
,2,4,4,4,4,4,1,3,12.0
,1,4,4,3,3,4,5,0,0.0
,5,4,4,4,3,4,4,0,0.0
,3,5,5,5,5,5,5,0,0.0
,2,1,2,1,2,1,3,0,0.0
,1,3,5,4,3,5,3,1,0.0
,4,3,3,3,4,3,5,0,0.0
,2,4,2,4,4,5,5,11,7.0
,5,4,4,4,3,4,3,0,0.0
,1,5,5,5,4,5,5,13,18.0
,5,5,5,5,5,5,5,0,0.0
,2,4,5,3,1,3,3,0,0.0
,3,2,1,2,5,2,5,0,2.0
,2,3,2,4,3,4,1,46,39.0
,2,3,2,4,5,5,4,20,1.0
,2,1,1,3,4,2,1,0,0.0
,4,3,2,5,4,5,3,0,0.0
,2,4,3,4,3,4,4,31,22.0
,3,5,3,4,3,5,2,56,56.0
,2,3,5,4,5,5,2,53,36.0
,3,4,4,4,4,4,1,27,20.0
,5,5,4,5,3,4,5,0,0.0
,5,5,5,5,4,5,5,0,0.0
,3,4,5,4,5,4,1,0,0.0
,5,5,5,5,4,5,5,0,0.0
,4,5,4,3,4,5,3,0,12.0
,0,5,3,5,4,2,2,113,103.0
,5,1,2,4,1,3,5,0,0.0
,3,1,1,2,2,2,3,25,13.0
,3,4,5,4,3,5,3,1,13.0
,2,4,5,4,4,5,3,2,0.0
,1,4,5,4,5,4,4,30,55.0
,1,1,5,4,1,3,1,5,1.0
,1,5,2,5,2,4,4,67,93.0
,4,3,1,3,4,3,3,37,46.0
,3,3,5,4,1,3,4,94,86.0
,5,4,4,4,3,4,4,8,0.0
,1,1,2,3,4,3,1,0,0.0
,2,3,3,4,4,4,2,0,0.0
,2,3,3,4,4,4,3,0,0.0
,4,5,5,5,5,5,5,1,8.0
,2,2,1,2,3,2,3,0,0.0
,5,2,2,2,5,2,3,3,4.0
,4,2,2,5,5,4,4,13,44.0
,4,4,4,5,5,5,4,0,0.0
,2,4,2,2,3,5,3,0,0.0
,5,5,5,5,5,5,4,0,0.0
,1,4,1,3,4,3,1,25,27.0
,3,1,2,1,3,1,1,8,1.0
,3,2,4,4,1,3,3,0,0.0
,3,3,3,3,4,3,1,0,0.0
,3,1,4,1,2,2,1,28,31.0
,3,5,3,5,5,4,2,0,0.0
,2,4,3,5,4,4,3,10,20.0
,4,3,1,3,4,3,3,0,44.0
,4,4,4,4,3,4,4,0,0.0
,5,4,2,3,3,4,4,8,0.0
,5,5,5,5,5,5,3,0,3.0
,4,1,3,4,2,4,4,29,17.0
,2,5,4,2,2,4,2,0,0.0
,4,4,3,1,5,2,4,0,0.0
,5,4,4,4,4,4,5,0,0.0
,3,1,4,3,2,2,2,315,307.0
,3,1,2,3,2,4,3,0,0.0
,1,4,4,4,3,4,4,0,0.0
,4,3,2,3,4,3,5,0,0.0
,1,1,2,1,3,5,4,0,0.0
,4,4,4,4,4,4,3,0,0.0
,1,2,3,3,2,1,2,158,156.0
,3,4,4,4,1,4,2,0,3.0
,4,4,3,4,3,4,4,0,0.0
,4,1,1,1,3,1,4,0,0.0
,3,4,5,2,5,5,3,2,0.0
,1,2,4,1,2,1,4,0,0.0
,5,3,2,4,3,4,5,0,25.0
,3,4,2,4,2,4,3,0,0.0
,4,4,5,3,1,4,4,6,2.0
,2,5,5,5,5,5,5,0,0.0
,4,4,4,4,3,4,3,19,19.0
,5,5,1,1,3,2,5,88,74.0
,5,5,5,5,3,5,5,0,0.0
,1,5,2,4,4,5,3,38,2.0
,2,5,5,5,3,5,2,0,7.0
,2,3,3,2,1,3,4,0,0.0
,4,3,3,3,4,3,3,1,0.0
,1,1,1,1,3,1,1,0,0.0
,4,1,5,3,1,5,5,80,76.0
,4,2,2,2,4,2,3,65,91.0
,1,4,3,4,5,5,3,0,0.0
,3,4,1,2,1,2,4,0,9.0
,4,3,1,3,3,4,4,0,0.0
,0,3,1,2,3,2,1,0,0.0
,5,4,5,5,4,4,4,0,0.0
,3,2,3,2,3,2,2,64,109.0
,4,4,4,4,3,4,3,1,10.0
,5,2,2,2,5,2,4,1,4.0
,3,2,2,2,1,2,3,0,0.0
,4,5,5,5,5,5,4,111,109.0
,2,1,3,3,4,3,1,2,0.0
,4,3,4,4,2,3,4,0,0.0
,3,5,5,5,4,5,5,2,0.0
,3,5,1,1,2,3,2,0,0.0
,5,3,2,4,3,5,4,26,22.0
,2,4,2,5,5,4,3,0,0.0
,2,3,4,4,5,4,1,32,33.0
,3,1,1,1,3,1,4,0,0.0
,4,4,4,4,4,4,3,24,5.0
,0,5,5,4,5,4,2,74,77.0
,4,3,3,3,4,3,2,25,25.0
,2,2,1,3,3,4,2,0,9.0
,1,4,2,4,4,2,1,0,0.0
,3,3,4,3,3,3,2,0,0.0
,2,4,4,5,3,5,4,17,51.0
,2,3,4,2,4,2,4,0,0.0
,3,3,3,4,3,4,1,34,33.0
,1,2,4,3,4,3,5,0,9.0
,3,3,2,4,2,3,2,0,0.0
,2,2,3,2,3,2,2,0,15.0
,2,3,4,3,1,4,1,8,0.0
,5,3,3,4,3,5,3,66,65.0
,4,3,2,4,3,4,4,8,11.0
,4,5,5,5,5,5,3,2,0.0
,3,4,3,4,5,4,2,112,101.0
,4,5,3,5,2,5,5,0,0.0
,3,5,3,5,2,2,3,0,3.0
,4,5,5,5,5,5,5,10,0.0
,1,4,4,4,3,5,2,0,0.0
,3,3,2,4,3,4,3,26,34.0
,1,4,2,2,1,2,1,156,155.0
,5,5,4,5,5,5,4,4,0.0
,2,3,3,4,4,4,5,4,1.0
,3,5,5,5,4,5,2,0,0.0
,3,4,4,3,4,4,1,13,2.0
,3,4,2,3,1,3,3,4,16.0
,4,2,4,4,4,4,4,9,2.0
,2,2,5,5,2,5,2,0,0.0
,4,1,1,2,3,1,2,0,0.0
,4,1,1,3,5,5,1,0,0.0
,5,5,5,5,3,5,4,0,0.0
,1,4,2,3,5,4,3,1,0.0
,5,5,2,5,4,5,5,10,11.0
,1,2,3,4,3,3,3,0,0.0
,1,3,5,3,2,3,5,0,4.0
,3,5,5,5,4,5,3,0,0.0
,4,5,5,5,3,5,1,0,1.0
,4,1,1,1,3,1,4,0,0.0
,0,5,4,4,4,5,3,0,0.0
,3,2,3,3,3,2,1,12,21.0
,5,5,5,5,1,5,4,30,19.0
,2,3,1,4,2,3,2,0,7.0
,4,3,5,4,3,4,4,43,38.0
,5,4,1,5,5,4,5,0,14.0
,1,3,4,4,3,4,1,0,0.0
,2,4,4,3,3,3,4,0,2.0
,3,2,4,2,2,2,3,0,0.0
,3,5,2,5,2,5,3,0,0.0
,4,2,3,4,1,5,4,6,13.0
,4,3,2,1,4,2,4,0,0.0
,4,4,4,4,5,4,3,62,60.0
,2,3,2,4,4,3,3,16,0.0
,5,4,4,4,4,4,4,0,0.0
,4,5,4,4,4,5,4,26,0.0
,4,5,2,2,2,5,4,0,0.0
,2,5,3,4,3,5,5,45,19.0
,3,3,3,2,1,2,5,0,0.0
,5,1,2,1,5,1,5,0,0.0
,3,5,4,5,4,5,4,0,0.0
,2,4,5,4,5,4,1,0,7.0
,1,1,3,2,3,1,4,0,0.0
,5,1,2,5,5,4,5,0,0.0
,1,4,1,1,5,4,3,7,12.0
,5,3,4,3,3,3,5,41,32.0
,4,4,4,4,4,4,4,0,0.0
,1,4,4,4,4,4,3,0,0.0
,4,2,1,4,2,3,4,0,0.0
,1,3,3,3,5,3,5,0,0.0
,2,2,5,4,1,3,3,7,32.0
,4,5,3,4,2,1,2,23,32.0
,3,4,4,4,2,4,1,0,0.0
,2,1,3,1,2,1,3,14,0.0
,1,1,4,4,5,1,1,0,0.0
,1,3,3,3,1,4,1,0,0.0
,3,5,2,5,4,4,5,0,0.0
,2,5,4,5,5,5,2,0,13.0
,3,2,2,2,4,2,3,7,1.0
,3,4,4,4,1,4,4,18,19.0
,3,4,4,4,5,4,2,0,0.0
,4,2,3,1,4,4,4,28,45.0
,5,5,5,4,3,4,5,0,0.0
,4,5,5,5,3,5,3,4,0.0
,4,3,2,4,4,5,5,0,0.0
,2,4,4,4,4,4,5,2,0.0
,3,4,4,4,3,4,4,3,0.0
,3,3,3,3,1,4,3,0,0.0
,5,3,3,3,5,3,3,0,0.0
,4,2,4,3,1,1,5,0,0.0
,2,4,2,4,4,4,1,0,17.0
,1,2,4,4,3,4,3,154,154.0
,4,2,4,2,3,2,3,0,0.0
,1,5,4,5,3,5,4,23,33.0
,2,2,1,3,1,3,4,6,7.0
,4,4,3,1,1,2,4,0,0.0
,1,1,1,1,3,1,2,0,0.0
,4,3,4,4,5,4,5,37,29.0
,3,4,2,5,4,4,3,19,15.0
,3,5,4,4,4,4,3,0,0.0
,2,3,2,3,1,5,3,0,0.0
,2,3,1,3,2,3,2,46,41.0
,1,2,4,3,2,3,2,0,0.0
,4,2,1,2,4,2,3,0,0.0
,4,3,5,3,5,3,3,0,0.0
,1,3,2,5,4,4,1,4,3.0
,3,1,1,3,2,1,3,20,20.0
,4,4,4,4,4,4,4,55,43.0
,5,4,1,1,3,5,5,0,5.0
,1,2,5,4,4,3,1,0,0.0
,4,2,2,2,1,2,2,2,0.0
,5,4,3,4,4,4,3,0,0.0
,2,2,2,2,2,2,3,44,43.0
,5,4,4,4,4,4,5,0,0.0
,4,3,3,3,5,3,4,0,0.0
,4,1,5,4,3,4,2,14,2.0
,3,4,1,3,4,3,3,0,0.0
,3,2,2,2,4,2,4,1,0.0
,2,4,5,5,5,4,3,7,0.0
,1,2,3,4,4,4,4,150,147.0
,5,4,4,4,5,4,4,3,2.0
,3,4,4,2,5,1,5,0,0.0
,5,5,5,5,4,5,3,55,53.0
,4,4,5,4,4,4,4,0,1.0
,3,3,2,2,3,3,5,0,1.0
,3,2,2,2,4,2,3,0,2.0
,1,1,2,4,1,3,1,1,11.0
,4,4,4,4,4,4,5,0,0.0
,5,3,3,4,4,4,5,15,18.0
,3,5,5,4,5,5,3,0,5.0
,5,4,4,4,3,4,5,55,60.0
,3,2,1,3,1,3,3,35,62.0
,4,4,4,4,3,4,5,0,0.0
,4,4,4,4,3,4,4,0,13.0
,0,3,3,4,5,5,1,0,0.0
,3,2,4,4,4,4,4,0,0.0
,3,4,3,4,1,4,4,19,39.0
,3,5,4,4,4,1,4,228,217.0
,0,4,4,3,2,3,2,0,4.0
,4,3,3,3,4,3,2,0,60.0
,5,4,3,5,3,4,5,0,0.0
,3,4,5,3,3,4,1,0,0.0
,4,3,3,4,3,4,1,0,0.0
,4,5,2,5,4,5,5,0,3.0
,4,5,2,4,5,4,4,1,0.0
,4,2,2,2,3,2,5,0,0.0
,2,3,3,2,2,4,3,2,0.0
,2,2,2,3,2,2,3,8,0.0
,4,1,5,3,4,3,4,101,124.0
,3,2,2,4,3,4,2,0,0.0
,1,5,5,5,2,5,5,55,48.0
,4,4,4,4,5,4,3,0,0.0
,4,4,2,4,3,4,5,0,1.0
,4,1,5,3,4,1,4,0,0.0
,4,4,4,4,1,4,3,0,0.0
,4,3,3,3,3,5,3,0,0.0
,4,2,2,3,4,4,3,0,0.0
,4,3,5,5,4,3,4,0,0.0
,4,5,2,4,4,4,4,0,3.0
,3,5,4,5,3,5,5,23,0.0
,5,5,5,5,3,5,3,0,0.0
,1,3,2,4,3,5,3,40,30.0
,5,4,4,4,5,4,4,36,53.0
,3,3,4,5,5,5,3,0,0.0
,5,4,4,5,4,4,5,0,0.0
,3,4,4,4,2,4,4,0,0.0
,4,4,3,4,5,4,1,0,0.0
,3,1,1,1,3,1,2,8,9.0
,5,5,5,5,5,5,5,0,0.0
,3,3,3,4,4,3,2,0,0.0
,4,1,1,3,1,2,3,0,0.0
,5,3,3,3,4,3,3,72,47.0
,1,4,2,4,4,4,3,0,0.0
,5,2,4,4,5,3,5,137,150.0
,5,3,2,4,3,4,2,27,40.0
,4,2,2,2,3,2,4,0,0.0
,2,1,3,3,5,5,5,0,0.0
,3,3,3,3,1,3,1,0,9.0
,3,3,5,5,4,4,3,0,0.0
,5,4,5,4,5,4,5,126,116.0
,5,5,1,4,3,3,3,45,39.0
,3,2,2,2,1,2,2,6,0.0
,5,4,4,4,3,4,5,7,4.0
,3,3,3,5,4,5,5,0,0.0
,5,3,4,5,3,5,4,0,0.0
,3,4,4,4,3,3,4,38,0.0
,4,3,4,3,4,3,3,7,1.0
,5,3,2,3,3,3,3,0,0.0
,3,4,4,4,3,4,4,0,0.0
,5,5,5,3,5,5,4,13,4.0
,2,1,2,2,3,2,3,161,171.0
,0,5,3,4,4,5,2,0,0.0
,5,5,1,4,3,4,5,0,0.0
,5,5,5,5,3,5,3,0,0.0
,2,5,4,4,5,5,3,124,105.0
,4,3,3,3,5,3,3,0,0.0
,4,3,3,3,4,3,2,0,0.0
,5,1,3,1,3,1,3,26,22.0
,1,2,5,3,2,4,1,4,5.0
,4,3,3,3,3,4,5,0,0.0
,2,5,5,5,1,5,2,80,73.0
,5,5,2,5,3,5,4,54,84.0
,3,3,3,2,1,3,2,19,15.0
,5,5,5,5,5,5,5,0,0.0
,1,2,4,2,5,2,1,50,40.0
,1,2,3,3,4,3,1,10,22.0
,4,3,4,5,4,3,3,0,0.0
,3,2,5,3,2,4,1,16,15.0
,4,1,5,5,4,1,4,0,0.0
,5,4,4,4,5,4,4,0,11.0
,5,3,3,3,3,3,4,42,30.0
,5,4,4,4,4,4,4,0,0.0
,3,5,4,4,5,4,3,126,123.0
,5,4,4,4,5,4,4,0,7.0
,4,1,2,1,4,1,5,27,0.0
,4,4,3,5,4,5,4,0,0.0
,3,2,2,2,1,2,3,0,0.0
,2,3,3,4,2,3,2,174,165.0
,3,1,1,3,3,3,1,0,0.0
,2,5,4,4,4,4,4,0,0.0
,2,3,5,5,4,5,5,0,0.0
,1,4,4,4,3,4,2,0,11.0
,4,2,4,2,3,2,4,0,0.0
,2,3,4,3,5,3,2,18,29.0
,3,5,5,5,3,5,1,54,41.0
,5,4,4,5,5,4,4,0,56.0
,5,4,4,4,5,4,5,0,39.0
,3,5,3,5,3,4,4,0,39.0
,4,5,2,5,3,2,4,0,0.0
,3,4,3,3,3,1,3,137,165.0
,5,4,1,2,2,5,5,0,0.0
,1,5,2,4,2,1,4,0,0.0
,2,5,5,4,2,5,2,0,0.0
,4,2,4,2,2,2,4,0,0.0
,1,3,3,3,4,3,4,5,6.0
,1,4,2,5,3,5,5,0,5.0
,3,3,4,2,1,1,3,0,0.0
,5,4,2,2,2,3,5,0,0.0
,2,2,4,3,3,3,5,0,0.0
,1,5,2,1,5,1,3,5,0.0
,3,5,5,4,1,2,3,11,0.0
,2,4,3,4,1,4,2,22,27.0
,3,4,2,3,1,3,3,0,6.0
,4,4,4,4,4,3,4,3,0.0
,4,1,2,1,4,1,3,0,0.0
,4,2,4,2,4,2,5,12,0.0
,4,3,2,2,5,3,4,0,0.0
,4,5,5,5,5,5,4,6,0.0
,3,3,3,3,2,3,3,3,1.0
,4,4,1,2,1,1,5,29,94.0
,4,2,4,2,3,2,5,0,0.0
,4,2,1,5,2,4,4,0,0.0
,2,4,2,1,3,5,1,0,0.0
,1,4,1,3,1,1,1,60,51.0
,5,5,5,5,4,5,4,5,0.0
,4,3,4,3,2,3,2,0,0.0
,2,4,5,5,5,5,5,0,0.0
,5,4,2,3,5,4,5,103,83.0
,4,5,5,5,3,5,5,53,20.0
,2,2,2,4,1,4,3,0,6.0
,3,4,4,4,1,4,1,0,0.0
,2,2,1,5,5,5,2,1,0.0
,4,4,3,3,3,3,5,11,39.0
,2,5,5,5,5,4,3,0,0.0
,4,3,1,3,4,5,4,313,336.0
,1,3,3,3,3,3,2,44,44.0
,2,4,2,5,4,4,3,0,0.0
,4,5,5,5,4,5,3,0,0.0
,2,3,5,5,4,5,1,19,0.0
,4,5,5,5,3,5,5,5,0.0
,5,2,3,1,5,1,5,0,0.0
,4,1,4,5,5,4,1,5,17.0
,4,4,3,3,2,1,4,0,0.0
,5,5,5,3,5,3,4,0,14.0
,4,4,4,4,3,4,3,23,17.0
,3,5,2,2,1,1,3,0,0.0
,4,5,5,5,4,5,5,0,0.0
,2,4,5,4,4,5,5,0,0.0
,3,2,3,4,1,4,4,7,0.0
,1,4,5,5,1,5,1,136,124.0
,2,2,5,4,2,5,2,160,155.0
,0,3,2,4,4,4,5,0,0.0
,2,2,5,5,5,2,5,2,0.0
,3,3,1,3,1,4,2,46,59.0
,4,3,5,5,4,3,4,232,219.0
,2,4,5,4,3,3,5,8,13.0
,2,2,5,3,1,3,2,53,42.0
,2,2,2,2,2,2,3,0,0.0
,5,5,5,5,3,5,4,11,15.0
,5,2,1,3,3,5,3,0,0.0
,1,3,1,3,2,3,5,0,0.0
,5,3,2,3,3,3,4,0,0.0
,4,3,3,5,5,5,2,22,12.0
,3,1,3,1,4,1,3,4,34.0
,2,4,1,4,2,4,4,0,0.0
,3,4,5,4,5,4,3,80,82.0
,3,4,2,3,1,3,4,12,8.0
,5,5,5,5,3,4,5,0,0.0
,5,1,4,1,2,1,3,7,0.0
,5,4,4,4,5,4,3,0,0.0
,2,5,4,5,5,3,1,0,0.0
,4,3,5,5,4,5,2,2,1.0
,4,1,1,3,2,3,5,0,0.0
,1,1,1,1,1,5,4,1,0.0
,4,2,2,2,3,2,4,22,11.0
,5,3,3,3,4,3,1,0,0.0
,2,3,5,5,5,4,1,38,37.0
,1,4,3,3,1,3,1,46,46.0
,1,4,5,4,3,4,5,0,0.0
,5,5,5,5,5,5,4,2,0.0
,4,1,1,1,2,1,2,90,87.0
,5,3,3,3,3,3,4,41,39.0
,4,4,4,4,1,4,4,0,0.0
,4,5,5,5,5,5,3,0,1.0
,3,1,2,2,2,4,3,5,4.0
,3,1,2,1,2,1,1,0,0.0
,5,1,3,1,4,1,5,1,0.0
,4,3,4,3,1,3,3,44,35.0
,2,4,2,3,4,1,4,0,0.0
,4,4,4,4,4,4,5,0,0.0
,3,2,1,2,1,1,2,36,40.0
,3,1,3,3,4,1,4,0,0.0
,3,3,5,5,3,5,5,0,3.0
,3,5,3,2,3,4,3,149,116.0
,4,2,2,4,4,3,2,0,5.0
,2,3,2,4,4,4,4,412,459.0
,5,2,1,2,4,2,3,21,0.0
,5,5,5,5,5,5,5,2,0.0
,4,4,4,4,3,4,5,30,31.0
,4,5,5,5,4,5,3,14,2.0
,4,1,3,5,4,4,3,0,0.0
,4,2,2,2,3,2,5,0,0.0
,3,1,2,4,3,4,3,0,0.0
,1,3,2,4,5,5,5,5,4.0
,3,3,2,5,4,4,2,7,10.0
,2,5,5,5,2,5,5,70,89.0
,5,2,2,2,3,2,5,39,33.0
,4,2,3,4,3,2,3,9,13.0
,3,1,4,2,1,3,2,15,41.0
,2,3,3,4,5,5,3,8,11.0
,5,5,5,5,3,5,4,25,23.0
,4,3,1,2,1,3,1,0,0.0
,4,4,4,4,3,4,5,64,53.0
,3,5,5,4,2,5,3,0,0.0
,2,2,2,3,3,3,1,0,0.0
,4,5,3,3,3,5,4,0,0.0
,4,1,3,5,3,1,4,0,0.0
,4,3,3,3,4,3,2,42,28.0
,5,2,5,2,5,2,4,40,49.0
,5,5,3,4,3,5,5,1,0.0
,3,4,4,4,2,4,4,0,15.0
,5,5,5,5,4,5,3,69,54.0
,4,4,3,4,3,5,4,0,0.0
,4,1,1,1,3,1,4,0,0.0
,4,3,4,3,4,3,3,0,0.0
,4,2,2,2,3,2,4,0,0.0
,5,5,2,4,4,5,5,0,0.0
,4,4,5,3,2,3,5,0,24.0
,4,4,4,5,3,4,5,16,11.0
,1,2,2,4,4,4,4,0,0.0
,3,4,3,4,3,4,1,7,12.0
,4,2,3,3,4,1,4,185,175.0
,5,1,3,1,5,1,3,0,0.0
,4,5,3,4,5,5,4,0,2.0
,4,3,2,4,4,5,2,2,0.0
,4,3,1,3,1,3,5,0,4.0
,1,2,2,2,1,2,4,0,6.0
,4,1,2,4,1,3,4,0,0.0
,3,4,2,4,1,4,2,1,0.0
,5,3,3,4,4,5,1,5,4.0
,0,3,5,4,5,4,2,0,0.0
,2,4,4,4,2,3,5,35,31.0
,4,5,5,5,5,5,4,0,0.0
,4,3,1,3,5,3,1,0,0.0
,5,3,3,5,5,3,4,70,68.0
,2,4,4,5,5,3,2,0,0.0
,4,5,3,1,4,3,4,0,0.0
,4,4,2,4,5,5,2,0,0.0
